Game Results:

TOKEN	TAG	GUESS
QUERIES
-------------
Westlake	PER	O	5
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
-----------
Move choice:
Launch query on token 39 "Vivit"
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.217,LOC=0.023,ORG=0.001,O=0.759]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.002,LOC=0.002,ORG=0.000,O=0.996]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Vivit
-----------
Move choice:
io.hybridcrowd.gameplay.Game$Wait@a60
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.217,LOC=0.023,ORG=0.001,O=0.759]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.002,LOC=0.002,ORG=0.000,O=0.996]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.956,LOC=0.019,ORG=0.016,O=0.009]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
	Vivit
-----------
Next event:
Got response on token 39 "Vivit" = PER
-----------
TOKEN	DIST	TAG	GUESS
-------------
Westlake	[PER=0.217,LOC=0.023,ORG=0.001,O=0.759]	PER	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
arrested	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
in	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
December	[PER=0.002,LOC=0.002,ORG=0.000,O=0.996]	O	O
1993	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
charged	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
with	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
heroin	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
trafficking	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sawed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
iron	[PER=0.001,LOC=0.001,ORG=0.001,O=0.998]	O	O
grill	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
off	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
his	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
cell	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
window	[PER=0.000,LOC=0.001,ORG=0.000,O=0.998]	O	O
and	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
climbed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
down	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
prison	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
's	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
five-metre	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
15-foot	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
wall	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
rope	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
made	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
from	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
bed	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
sheets	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Vivit	[PER=0.993,LOC=0.003,ORG=0.002,O=0.001]	O	PER
said	[PER=0.001,LOC=0.000,ORG=0.000,O=0.999]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 5
Current in-flight queries: 
-----------
Move choice:
io.hybridcrowd.gameplay.Game$TurnIn@bf0
